Respondent ID,Start Date,End Date,"Overall, how satisfied are you with your most recent trip ?",How likely are you to ride again?,How likely is it that you would recommend  this service to a friend or colleague? (NPS),Did your bus depart {{ custom.O }} origin on time?,Did your bus reach your final destination on time?,Where did you purchase your ticket?,"Overall, how would you rate your {{ custom.O }} origin stop/terminal experience?",Employee Communication/Customer Service,Terminal Safety,Seating/Boarding Area Cleanliness,Terminal Restrooms,Boarding Process,"Overall, how would you rate your experience on the bus",Driver Safety,Driver Attitude,Personal Safety,Bus Seating Area Cleanliness,Bus Restroom Cleanliness,Were you aware your bus had On Board Entertainment and WiFi,Did you utilize the On Board Entertainment or Wi-Fi features while riding the bus?,What was your reason for traveling?,What is your most commonly used mode of transportation for trips greater than 2 hours,How would you rate the value of your trip for the money spent?,Origin,Destination
12066410355,10/11/2020 7:57,10/11/2020 8:01,1,,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,3,2,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Business (Not commuting),Bus,Poor Value for the Money,NORFOLK | VA,
12066407531,10/11/2020 7:54,10/11/2020 8:00,10,10,8,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,3,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,4,3,4,Yes,Yes,Business (Not commuting),Plane,Excellent Value for the Money,WICHITA | KS,COLUMBIA | MO
12066395522,10/11/2020 7:42,10/11/2020 7:47,9,8,10,Yes,Yes,Website,4,Very Dissatisfied,2,2,4,Very Dissatisfied,Excellent,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,3,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,COLUMBUS | GA,
12066394056,10/11/2020 7:41,10/11/2020 7:44,7,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,3,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,No,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,,
12066393547,10/11/2020 7:41,10/11/2020 7:45,10,10,10,Yes,Yes,Mobile App,4,Very Satisfied,Very Satisfied,4,N/A,3,Excellent,Very Satisfied,Very Satisfied,2,4,4,Yes,No,Vacation (Non family visit),Plane,Average Value for the Money,NEW YORK | NY,
12066388152,10/11/2020 7:35,10/11/2020 7:39,2,0,0,No,Yes,Website,Very Poor,4,2,2,N/A,Very Satisfied,Very Poor,Very Satisfied,4,4,2,4,Yes,Yes,Family/Personal Emergency,Plane,Average Value for the Money,,
12066368367,10/11/2020 7:16,10/11/2020 7:21,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,SAN ANTONIO | TX,HOUSTON | TX
12066367734,10/11/2020 7:15,10/11/2020 7:19,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,2,2,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Business (Not commuting),Bus,Very Poor Value for the Money,,
12066337976,10/11/2020 6:45,10/11/2020 6:51,10,10,10,Yes,No,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Dissatisfied,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,ROCHESTER | NY,WASHINGTON | DC
12066326572,10/11/2020 6:33,10/11/2020 6:39,8,8,9,Yes,Yes,Website,4,Very Satisfied,4,Very Satisfied,4,Very Satisfied,4,4,4,4,4,4,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,NEW YORK | NY,ALBANY | NY
12066313846,10/11/2020 6:21,10/11/2020 6:25,3,3,4,Yes,Yes,Website,3,3,3,3,3,3,3,3,3,Very Dissatisfied,2,3,Yes,Yes,Family/Personal Emergency,Plane,Good Value for the Money,OCALA | FL,
12066299892,10/11/2020 6:06,10/11/2020 6:19,4,3,3,Yes,Yes,Website,3,3,3,3,Very Dissatisfied,3,3,Very Satisfied,4,3,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,OCALA | FL,
12066295440,10/11/2020 5:58,10/11/2020 6:12,0,0,0,No,No,Mobile App,Very Poor,Very Dissatisfied,Very Dissatisfied,,Very Dissatisfied,Very Satisfied,Very Poor,Very Dissatisfied,3,Very Satisfied,Very DIssatisfied,Very Dissatisfied,,,,,,,
12066295181,10/11/2020 6:00,10/11/2020 6:07,5,6,6,Yes,Yes,Website,4,4,4,3,3,4,3,4,4,4,4,2,Yes,Yes,Vacation (Non family visit),Bus,Average Value for the Money,,
12066274940,10/11/2020 5:40,10/11/2020 5:45,9,9,9,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,COLUMBIA | SC,
12066257753,10/11/2020 5:22,10/11/2020 5:35,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,4,4,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Visiting Friends or Family (Just for Fun),Train,Excellent Value for the Money,EVERETT | WA,
12066239077,10/11/2020 5:03,10/11/2020 5:18,0,0,0,Yes,Yes,Website,Very Poor,Very Dissatisfied,N/A,N/A,N/A,N/A,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Train,Very Poor Value for the Money,PROVIDENCE | RI,
12066189472,10/11/2020 4:13,10/11/2020 4:21,0,0,0,No,No,Website,Very Poor,N/A,Very Dissatisfied,N/A,N/A,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Family/Personal Emergency,Bus,Very Poor Value for the Money,,
12066179515,10/11/2020 4:03,10/11/2020 4:08,4,2,2,Yes,Yes,Website,4,Very Satisfied,3,4,N/A,Very Satisfied,2,Very Satisfied,Very Satisfied,3,4,4,Yes,No,Vacation (Non family visit),Bus,Average Value for the Money,PHOENIX | AZ,OAKLAND | CA
12066155510,10/11/2020 3:37,10/11/2020 3:41,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,,,,,,DETROIT | MI,GRAND RAPIDS | MI
12066135697,10/11/2020 3:18,10/11/2020 3:19,0,0,0,No,No,Website,Very Poor,,,,,,,,,,,,,,,,,MARQUETTE | MI,JACKSON | MI
12066094828,10/11/2020 2:33,10/11/2020 2:39,3,1,1,Yes,No,Terminal/Stop/Physical Location,2,Very Satisfied,3,Very Dissatisfied,2,3,2,Very Satisfied,3,3,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Family/Personal Emergency,Bus,Average Value for the Money,GARY | IN,
12066066056,10/11/2020 1:56,10/11/2020 2:04,10,10,10,Yes,Yes,Other Travel Website (BusBud/Wanderu/etc),4,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Business (Not commuting),Bus,Excellent Value for the Money,NEWARK | NJ,
12066058310,10/11/2020 1:46,10/11/2020 1:50,7,7,7,Yes,Yes,Website,3,N/A,2,3,3,3,4,Very Satisfied,Very Satisfied,4,Very DIssatisfied,Very Dissatisfied,Yes,No,Business (Not commuting),Plane,Average Value for the Money,SPRINGFIELD | MO,
12066054083,10/11/2020 1:40,10/11/2020 1:43,10,7,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,3,3,Very Satisfied,Excellent,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,ABILENE | TX,ROCKY MOUNT | NC
12066031367,10/11/2020 1:06,10/11/2020 1:12,1,1,0,Yes,Yes,Website,3,2,3,4,N/A,3,2,3,2,3,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,NEW YORK | NY,
12066023575,10/11/2020 0:55,10/11/2020 0:58,10,6,8,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Very Poor Value for the Money,,
12066019798,10/11/2020 0:49,10/11/2020 0:54,1,1,0,No,No,Website,Very Poor,N/A,N/A,N/A,N/A,N/A,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Poor Value for the Money,SPRINGFIELD | IL,
12066019746,10/11/2020 0:49,10/11/2020 0:54,10,10,8,Yes,Yes,Website,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Excellent Value for the Money,,
12066017848,10/11/2020 0:46,10/11/2020 0:50,4,7,2,No,Yes,Website,Very Poor,4,2,4,Very Dissatisfied,3,3,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Dissatisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,,
12066011144,10/11/2020 0:36,10/11/2020 0:40,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Yes,Yes,Family/Personal Emergency,Plane,Excellent Value for the Money,,
12066011078,10/11/2020 0:36,10/11/2020 0:40,8,6,10,Yes,Yes,Other Travel Website (BusBud/Wanderu/etc),Excellent,Very Dissatisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Business (Not commuting),Plane,Excellent Value for the Money,,
12066010266,10/11/2020 0:34,10/11/2020 0:36,10,10,10,Yes,Yes,Website,Excellent,,,,,,,,,,,,,,,,,,
12066009730,10/11/2020 0:34,10/11/2020 0:36,10,7,7,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Excellent Value for the Money,,
12065986608,10/10/2020 23:59,10/11/2020 0:06,8,8,7,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,PORTLAND | OR,TACOMA | WA
12065969979,10/10/2020 23:36,10/10/2020 23:41,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Business (Not commuting),Personal Automobile,Average Value for the Money,FORT LAUDERDALE | FL,TITUSVILLE | FL
12065946391,10/10/2020 23:05,10/10/2020 23:11,7,7,7,Yes,Yes,Website,2,Very Dissatisfied,2,3,Very Dissatisfied,3,3,3,3,4,4,4,No,No,Visiting Friends or Family (Just for Fun),Bus,Poor Value for the Money,EASTON | MD,BALTIMORE | MD
12065945366,10/10/2020 23:04,10/10/2020 23:12,0,0,0,No,No,Other Travel Website (BusBud/Wanderu/etc),Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Very Poor Value for the Money,CORPUS CHRISTI | TX,
12065916001,10/10/2020 22:25,10/10/2020 22:31,5,1,0,Yes,Yes,Website,2,N/A,3,2,2,3,2,4,2,4,2,2,Yes,No,,Plane,Poor Value for the Money,HOUSTON | TX,COLUMBUS | OH
12065913995,10/10/2020 22:23,10/10/2020 22:29,3,3,3,Yes,No,Mobile App,2,2,4,4,4,3,2,3,3,Very Dissatisfied,2,3,Yes,No,Family/Personal Emergency,Bus,Average Value for the Money,NEW YORK | NY,HARTFORD | CT
12065889318,10/10/2020 21:52,10/10/2020 21:53,4,1,1,,,,,,,,,,,,,,,,,,,,,ORLANDO | FL,
12065888416,10/10/2020 21:52,10/10/2020 21:54,3,3,4,No,Yes,Website,2,4,3,3,4,3,3,4,3,2,Very DIssatisfied,2,Yes,No,Family/Personal Emergency,Personal Automobile,Poor Value for the Money,LAKELAND | FL,
12065881682,10/10/2020 21:43,10/10/2020 21:46,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Bus,Excellent Value for the Money,DALLAS | TX,
12065871744,10/10/2020 21:29,10/10/2020 21:30,9,10,10,,,,,,,,,,,,,,,,,,,,,,
12065860438,10/10/2020 21:15,10/10/2020 22:27,5,5,4,Yes,No,Website,2,3,2,2,2,Very Dissatisfied,2,4,Very Dissatisfied,2,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Bus,Poor Value for the Money,,
12065852929,10/10/2020 21:05,10/10/2020 21:10,5,0,2,No,Yes,Website,Very Poor,Very Satisfied,Very Satisfied,Very Dissatisfied,N/A,Very Dissatisfied,Very Poor,Very Satisfied,Very Dissatisfied,Very Satisfied,3,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,,
12065839208,10/10/2020 20:49,10/10/2020 20:53,8,10,10,Yes,No,Website,4,Very Satisfied,4,4,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,3,4,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,ORLANDO | FL,SAINT AUGUSTINE | FL
12065808505,10/10/2020 20:10,10/10/2020 20:13,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Business (Not commuting),Personal Automobile,Excellent Value for the Money,BOSTON | MA,SPRINGFIELD | OH
12065796116,10/10/2020 19:57,10/10/2020 20:01,7,7,7,Yes,Yes,Mobile App,4,3,2,3,4,4,3,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Satisfied,Yes,Yes,Business (Not commuting),Personal Automobile,Excellent Value for the Money,TUCSON | AZ,
12065793738,10/10/2020 19:54,10/10/2020 19:58,8,6,7,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Family/Personal Emergency,Personal Automobile,Good Value for the Money,HOUSTON | TX,DALLAS | TX
12065786204,10/10/2020 19:45,10/10/2020 19:49,6,6,6,No,No,Website,3,4,3,4,3,3,3,4,4,3,4,3,,,,,,NEW CARROLLTON | MD,NEW YORK | NY
12065780806,10/10/2020 19:39,10/10/2020 19:43,10,10,10,No,No,Website,4,4,4,4,Very Satisfied,4,4,4,Very Satisfied,4,4,4,Yes,No,Business (Not commuting),Bus,Excellent Value for the Money,SALEM | OR,PORTLAND | OR
12065770648,10/10/2020 19:27,10/10/2020 19:33,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Family/Personal Emergency,Personal Automobile,Excellent Value for the Money,ORLANDO | FL,
12065767608,10/10/2020 19:24,10/10/2020 19:34,1,1,0,Yes,No,Website,2,Very Dissatisfied,2,Very Dissatisfied,2,2,Very Poor,3,2,Very Dissatisfied,Very DIssatisfied,2,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Very Poor Value for the Money,SANDUSKY | OH,CINCINNATI | OH
12065757698,10/10/2020 19:13,10/10/2020 19:20,1,2,1,Yes,No,Website,Very Poor,3,Very Dissatisfied,Very Dissatisfied,3,2,Very Poor,3,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,2,,,,,,SANDUSKY | OH,CINCINNATI | OH
12065739159,10/10/2020 18:53,10/10/2020 19:18,5,10,7,Yes,Yes,Mobile App,3,2,2,Very Satisfied,Very Dissatisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,No,No,Business (Not commuting),Personal Automobile,Excellent Value for the Money,ROSEVILLE | CA,
12065731595,10/10/2020 18:47,10/10/2020 18:51,,,,Yes,Yes,Website,3,Very Satisfied,Very Satisfied,Very Satisfied,3,Very Satisfied,3,Very Satisfied,3,Very Satisfied,Very Satisfied,3,Yes,Yes,Business (Not commuting),Personal Automobile,Poor Value for the Money,LONDON | KY,
12065730694,10/10/2020 18:46,10/10/2020 18:47,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,,,,,,,
12065717279,10/10/2020 18:31,10/10/2020 18:35,8,7,8,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,3,N/A,4,4,Very Satisfied,Very Satisfied,4,4,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,RENO | NV,OAKLAND | CA
12065714931,10/10/2020 18:29,10/10/2020 18:33,9,8,9,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,4,Very Satisfied,4,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Average Value for the Money,NEW YORK | NY,HARTFORD | CT
12065711110,10/10/2020 18:25,10/10/2020 18:29,9,9,10,Yes,Yes,Website,3,Very Dissatisfied,2,Very Dissatisfied,Very Dissatisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Dissatisfied,Yes,No,Vacation (Non family visit),Plane,Average Value for the Money,,
12065696923,10/10/2020 18:11,10/10/2020 18:16,10,8,7,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Good Value for the Money,LA GRANDE | OR,PORTLAND | OR
12065686886,10/10/2020 18:01,10/10/2020 18:02,1,5,2,,,,,,,,,,,,,,,,,,,,,DALLAS | TX,NEW YORK | NY
12065684680,10/10/2020 18:00,10/10/2020 18:10,0,0,0,Yes,No,Website,2,2,3,2,2,4,3,Very Satisfied,2,4,4,3,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Very Poor Value for the Money,ATHENS | GA,HAMPTON | VA
12065668286,10/10/2020 17:43,10/10/2020 17:44,,,0,Yes,Yes,,,,,,,,,,,,,,,,,,,GAINESVILLE | FL,MIAMI | FL
12065644444,10/10/2020 17:20,10/10/2020 17:26,6,2,3,Yes,Yes,Website,3,3,Very Satisfied,2,2,4,3,4,4,4,4,3,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,NASHVILLE | TN,BECKLEY | WV
12065635993,10/10/2020 17:12,10/10/2020 17:16,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,NEW YORK | NY,
12065634220,10/10/2020 17:10,10/10/2020 17:16,0,0,0,No,No,Website,3,N/A,N/A,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Plane,Very Poor Value for the Money,SANTA BARBARA | CA,AUGUSTA | GA
12065621862,10/10/2020 16:59,10/10/2020 17:03,7,7,7,No,No,Website,3,3,2,4,N/A,4,3,4,3,3,3,3,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Average Value for the Money,PERRIS | CA,LAS VEGAS | NV
12065619370,10/10/2020 16:57,10/10/2020 17:03,0,0,0,Yes,No,Mobile App,3,3,3,N/A,N/A,3,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,SAN MARCOS | TX,DALLAS | TX
12065612984,10/10/2020 16:50,10/10/2020 17:02,9,0,0,Yes,Yes,Website,4,Very Dissatisfied,3,4,4,4,Excellent,Very Satisfied,4,4,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Poor Value for the Money,NEW YORK | NY,GENESEO | NY
12065612072,10/10/2020 16:50,10/10/2020 16:51,0,0,0,Yes,No,Website,Very Poor,,,,,,Very Poor,,,,,,,,,,,WATERVILLE | ME,PORTSMOUTH | NH
12065604596,10/10/2020 16:42,10/10/2020 16:49,10,10,10,Yes,Yes,Mobile App,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Excellent Value for the Money,NEW YORK | NY,RICHMOND | VA
12065602251,10/10/2020 16:38,10/10/2020 16:53,0,0,0,Yes,Yes,Website,Very Poor,N/A,Very Dissatisfied,2,Very Dissatisfied,Very Dissatisfied,Very Poor,3,2,Very Dissatisfied,Very DIssatisfied,Very Dissatisfied,No,No,Family/Personal Emergency,Personal Automobile,Very Poor Value for the Money,EL PASO | TX,PHOENIX | AZ
12065584331,10/10/2020 16:22,10/10/2020 16:25,10,9,8,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,4,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,No,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,NEW BRITAIN | CT,BOSTON | MA
12065582662,10/10/2020 16:17,10/10/2020 16:23,0,5,5,Yes,Yes,Website,3,3,2,N/A,N/A,N/A,3,3,3,3,3,3,,,,,,SHREVEPORT | LA,ABILENE | TX
12065581724,10/10/2020 16:19,10/10/2020 16:21,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,4,Very Satisfied,3,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,,INDIANAPOLIS | IN,FORT WAYNE | IN
12065578141,10/10/2020 16:16,10/10/2020 16:31,10,10,9,Yes,Yes,Website,4,Very Satisfied,4,4,4,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,4,Very Satisfied,3,Yes,Yes,Family/Personal Emergency,Bus,Good Value for the Money,KNOXVILLE | TN,ORLANDO | FL
12065570803,10/10/2020 16:09,10/10/2020 16:10,0,0,0,No,No,Website,Very Poor,N/A,N/A,,,,,,,,,,,,,,,ANN ARBOR | MI,KALAMAZOO | MI
12065559050,10/10/2020 15:58,10/10/2020 16:03,1,1,2,No,No,Website,3,Very Satisfied,2,3,2,3,3,Very Satisfied,Very Satisfied,4,3,3,No,Yes,Visiting Friends or Family (Just for Fun),Bus,Average Value for the Money,WASHINGTON | DC,NEW YORK | NY
12065557021,10/10/2020 15:56,10/10/2020 16:18,10,10,10,Yes,No,Website,Excellent,Very Satisfied,Very Satisfied,3,4,2,4,4,Very Satisfied,2,3,4,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Excellent Value for the Money,ANAHEIM | CA,MODESTO | CA
